,wavelength,big_blue_R_LL,big_blue_R_RR,big_blue_R_pp,big_blue_R_sp,med_blue_R_LL,med_blue_R_RR,med_blue_R_pp,med_blue_R_sp
126,7.228187919463088e-07,0.0004096670720741049,1.364316005691947e-05,0.00010549128861768908,8.77567613706222e-05,0.000660514846042714,3.366256798116795e-05,5.341694679529829e-05,0.0002481001538183693
127,7.261744966442953e-07,9.7635638930968e-05,3.2645674495525415e-05,5.0907054029930594e-05,1.8671301392402553e-05,0.0007852330927333612,4.075566607975255e-05,6.252453729237067e-05,0.0002959429937742115
128,7.295302013422819e-07,1.1452241669886607e-06,5.128055692839199e-05,3.296660413868519e-05,1.4560795988443156e-05,0.0008949151631821161,4.730561786533278e-05,7.014156654053769e-05,0.0003384312006986596
129,7.328859060402685e-07,0.00013313503045999872,6.270533813866646e-05,5.369077070264427e-05,7.069974823814434e-05,0.000984615661150829,5.3003834182334584e-05,7.594760113061104e-05,0.0003736279647410976
130,7.362416107382551e-07,0.0004246720568554237,6.302542257874905e-05,0.0001012978995554989,0.0001613020663045546,0.0010508393904642335,5.760031187944414e-05,7.975647054347816e-05,0.0004001219481823183
131,7.395973154362416e-07,0.0007577930535626856,5.246400622683566e-05,0.00015594051122903938,0.00025081167389837697,0.0010915504133285979,6.091149602658536e-05,8.150707906047384e-05,0.00041704089955747964
132,7.429530201342282e-07,0.0010111893107182046,3.500004232620992e-05,0.0001974387798901885,0.0003072326032485446,0.0011061096852587387,6.282421715259385e-05,8.124922696905306e-05,0.0004240378187642317
133,7.463087248322148e-07,0.0011012775317149437,1.6753235534136235e-05,0.0002120723250824918,0.00031259868091127195,0.0010951544054822856,6.329592200443451e-05,7.91260144973861e-05,0.0004212540356520367
134,7.496644295302014e-07,0.0010056968987968687,3.7863665577053493e-06,0.00019632992962710335,0.0002674736302601824,0.0010604329493657464,6.235157315638683e-05,7.535428934050983e-05,0.00040926401223717336
135,7.530201342281879e-07,0.0007641624837046676,1.1209479708961658e-07,0.0001568695274406091,0.00018886493251735995,0.001004609174587118,6.007770964181619e-05,7.020443096903363e-05,0.00038900681930942934
136,7.563758389261745e-07,0.00045953104739234184,6.533970689747113e-06,0.00010725624720966458,0.00010312798360032721,0.0009310491841149606,5.661423768578509e-05,6.398056442678067e-05,0.00036170912457434833
137,7.597315436241611e-07,0.00018756193646320536,2.0609863026457812e-05,6.294884282786178e-05,3.673815333307191e-05,0.0008436024455640655,5.214455969220776e-05,5.7002081187024986e-05,0.0003288042145274418
138,7.630872483221477e-07,2.6089184773461658e-05,3.763681397967386e-05,3.632145783517967e-05,8.045376671970163e-06,0.0007463876515931932,4.6884654576150506e-05,4.9587128923598324e-05,0.00029185110634013584
139,7.664429530201342e-07,1.3085916502979855e-05,5.2249968483748555e-05,3.324155361725069e-05,2.2418809249018804e-05,0.0006435919851168193,4.1071698129381196e-05,4.2038526169791324e-05,0.00025245723540881217
140,7.697986577181208e-07,0.0001391844083869031,6.008785042907901e-05,5.2033364864498825e-05,7.185820753380667e-05,0.0005392906335114021,3.4952763831865474e-05,3.463236909882457e-05,0.00021220757029844072
